id,baseDomain,originAttributes,name,value,host,path,expiry,lastAccessed,creationTime,isSecure,isHttpOnly,inBrowserElement,sameSite,rawSameSite
1,google.com,"",1P_JAR,2019-12-12-23,.google.com,/,1578784203,1576192204305000,1576192204305000,0,0,0,0,0
2,google.com,"",NID,193=S8nTpceL-GjTD5PPgR8EmEshpT5Duz8MUrXhJFB4tDNMp-3L7-jV1waorcu732qXlto2Y_gpbis1_nQs_vRgoihxm8uWthoMSVWeEOyQKuFCIaLKbgDc2JOagIE7ifJ1ECV_gH9ozSLMg9kkP2mdRxFenOI1Iq7E4zL5ARb5Zwo,.google.com,/,1592003403,1576192204305000,1576192204305001,0,1,0,0,0
3,countingdownto.com,"",__cfduid,d7857e8cb352889cfe4e20961578ce5f91576192203,.countingdownto.com,/,1578784203,1576192204635000,1576192204635000,0,1,0,0,0
